Forward Packets	Forward Bytes	Delta Forward Packets	Delta Forward Bytes	Forward Instantaneous Packets per Second	Forward Average Packets per second	Forward Instantaneous Bytes per Second	Forward Average Bytes per second	Reverse Packets	Reverse Bytes	Delta Reverse Packets	Delta Reverse Bytes	DeltaReverse Instantaneous Packets per Second	Reverse Average Packets per second	Reverse Instantaneous Bytes per Second	Reverse Average Bytes per second	Traffic Type
334	22713	0	0	0.0	33.4	0.0	2271.3	912	131499	48	7584	48.0	91.2	7584.0	13149.9	voice
864	123915	48	7584	48.0	96.0	7584.0	13768.333333333334	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
334	22713	0	0	0.0	33.4	0.0	2271.3	912	131499	48	7584	48.0	91.2	7584.0	13149.9	voice
912	131499	48	7584	48.0	91.2	7584.0	13149.9	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
505	65975	0	0	0.0	56.111111111111114	0.0	7330.555555555556	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
334	22713	0	0	0.0	33.4	0.0	2271.3	912	131499	48	7584	48.0	91.2	7584.0	13149.9	voice
912	131499	48	7584	48.0	91.2	7584.0	13149.9	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
556	73517	51	7542	51.0	55.6	7542.0	7351.7	328	22301	0	0	0.0	36.44444444444444	0.0	2477.8888888888887	voice
334	22713	0	0	0.0	33.4	0.0	2271.3	912	131499	48	7584	48.0	91.2	7584.0	13149.9	voice
912	131499	48	7584	48.0	91.2	7584.0	13149.9	334	22713	0	0	0.0	37.111111111111114	0.0	2523.6666666666665	voice
556	73517	51	7542	51.0	55.6	7542.0	7351.7	333	22647	5	346	5.0	33.3	346.0	2264.7	voice
334	22713	0	0	0.0	33.4	0.0	2271.3	912	131499	48	7584	48.0	91.2	7584.0	13149.9	voice
912	131499	48	7584	48.0	91.2	7584.0	13149.9	334	22713	0	0	0.0	33.4	0.0	2271.3	voice
556	73517	51	7542	51.0	55.6	7542.0	7351.7	333	22647	5	346	5.0	33.3	346.0	2264.7	voice
334	22713	0	0	0.0	30.363636363636363	0.0	2064.818181818182	912	131499	48	7584	48.0	91.2	7584.0	13149.9	voice
912	131499	48	7584	48.0	91.2	7584.0	13149.9	334	22713	0	0	0.0	33.4	0.0	2271.3	voice
556	73517	51	7542	51.0	55.6	7542.0	7351.7	333	22647	5	346	5.0	33.3	346.0	2264.7	voice
334	22713	0	0	0.0	30.363636363636363	0.0	2064.818181818182	961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	voice
912	131499	48	7584	48.0	91.2	7584.0	13149.9	334	22713	0	0	0.0	33.4	0.0	2271.3	voice
556	73517	51	7542	51.0	55.6	7542.0	7351.7	333	22647	5	346	5.0	33.3	346.0	2264.7	voice
334	22713	0	0	0.0	30.363636363636363	0.0	2064.818181818182	961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	voice
961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	334	22713	0	0	0.0	33.4	0.0	2271.3	voice
556	73517	51	7542	51.0	55.6	7542.0	7351.7	333	22647	5	346	5.0	33.3	346.0	2264.7	voice
334	22713	0	0	0.0	30.363636363636363	0.0	2064.818181818182	961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	voice
961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	334	22713	0	0	0.0	33.4	0.0	2271.3	voice
604	81101	48	7584	48.0	54.90909090909091	7584.0	7372.818181818182	333	22647	5	346	5.0	33.3	346.0	2264.7	voice
334	22713	0	0	0.0	30.363636363636363	0.0	2064.818181818182	961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	voice
961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	334	22713	0	0	0.0	33.4	0.0	2271.3	voice
604	81101	48	7584	48.0	54.90909090909091	7584.0	7372.818181818182	333	22647	0	0	0.0	30.272727272727273	0.0	2058.818181818182	voice
334	22713	0	0	0.0	30.363636363636363	0.0	2064.818181818182	961	139241	49	7742	49.0	87.36363636363636	7742.0	12658.272727272728	voice
